1,(581,2349,9)
1,(2481,1167,7)
1,(2639,918,2)
1,(1484,2312,4)
1,(5084,3886,2)
1,(7477,8254,4)
1,(1974,1253,5)
1,(91,1632,9)
1,(6735,6967,7)
1,(7052,6100,1)
1,(2430,2024,5)
1,(6292,8678,6)
1,(7045,8965,3)
1,(3111,4366,9)
1,(7995,7055,9)
1,(95,2539,9)
1,(3461,3681,7)
1,(6311,6757,1)
1,(897,1318,2)
1,(1321,592,7)
1,(2977,1536,7)
1,(7442,6362,4)
1,(494,2693,1)
1,(2868,1782,8)
1,(2920,2908,9)
1,(5083,5421,2)
1,(860,1694,2)
1,(2932,1251,9)
1,(7927,8537,3)
1,(5042,3165,3)
1,(732,1710,8)
1,(7637,8930,5)
1,(6336,7997,3)
1,(5146,5643,1)
1,(556,1817,5)
1,(924,1980,9)
1,(8110,8984,1)
1,(6986,8814,6)
1,(8052,8732,2)
1,(6545,7778,2)
1,(7084,7690,7)
1,(8018,8579,6)
1,(6352,8359,1)
1,(944,313,7)
1,(2355,2599,1)
1,(7182,7912,5)
1,(4670,4437,4)
1,(8431,7096,1)
1,(7705,6307,2)
1,(2948,809,2)
1,(6716,7767,6)
1,(8792,6350,8)
1,(5287,5853,6)
1,(8017,7413,9)
1,(5450,5075,5)
1,(6537,8463,5)
1,(7913,8982,2)
1,(1845,995,1)
1,(8690,7824,9)
1,(711,2749,8)
1,(2191,1859,6)
1,(1840,91,6)
1,(3698,5392,3)
1,(1848,750,4)
1,(4163,3466,6)
1,(4558,4287,7)
1,(2252,2458,7)
1,(8780,8740,9)
1,(3042,3404,5)
1,(2457,914,9)
1,(7447,7696,6)
1,(558,692,6)
1,(5701,5491,1)
1,(3797,5041,4)
1,(6757,6352,1)
1,(4457,5167,9)
1,(6305,7100,7)
1,(1162,706,2)
1,(1971,867,4)
1,(7946,6762,6)
1,(4694,3939,7)
1,(7331,8147,1)
1,(2638,2879,6)
1,(7226,8822,1)
1,(4537,3806,9)
1,(3704,3183,6)
1,(6381,8482,8)
1,(2384,1820,4)
1,(6905,6621,7)
1,(1717,1585,6)
1,(8548,6650,1)
1,(2195,572,9)
1,(3715,3434,6)
1,(7634,8429,9)
1,(115,1922,4)
1,(1248,907,1)
1,(1403,829,9)
1,(2763,1499,1)
1,(3856,4063,7)
1,(4630,3064,9)
1,(7652,7158,2)
1,(7670,7701,7)
1,(3776,5173,2)
1,(8251,8222,3)
1,(1935,1608,7)
1,(4911,5825,5)
1,(5063,5454,3)
1,(8125,7455,1)
1,(8661,8220,2)
1,(7452,8759,9)
1,(8546,8183,9)
1,(2664,1577,5)
1,(8952,8910,7)
1,(5800,5257,2)
1,(1,1545,2)
1,(2284,2530,2)
1,(801,523,6)
1,(1117,2636,3)
1,(1875,429,1)
1,(8954,8507,8)
1,(7143,7825,2)
1,(52,160,5)
1,(948,2914,2)
1,(4329,3735,9)
1,(5114,3771,6)
1,(759,278,6)
1,(8330,7972,3)
1,(4010,3659,9)
1,(1350,529,5)
1,(8713,6550,2)
1,(122,264,8)
1,(7069,8280,5)
1,(2087,2407,5)
1,(4215,3664,8)
1,(6089,6584,9)
1,(8669,7196,9)
1,(3122,4017,6)
1,(3471,3233,4)
1,(6410,7526,8)
1,(6030,6535,6)
1,(619,1816,8)
1,(5912,3021,3)
1,(3794,3232,7)
1,(3047,5323,6)
1,(5326,4891,7)
1,(2809,2360,8)
1,(1617,2061,7)
1,(5176,3700,3)
1,(5646,5762,6)
1,(883,712,4)
1,(4949,5195,4)
1,(1062,2464,6)
1,(2553,659,7)
1,(7482,6961,9)
1,(2455,1944,9)
1,(478,2523,5)
1,(8893,6767,7)
1,(2653,2512,8)
1,(7367,8674,8)
1,(8304,7724,6)
1,(6389,7400,8)
1,(6275,7583,5)
1,(376,1563,7)
1,(1636,257,5)
1,(5245,3914,5)
1,(1809,1416,9)
1,(1291,2865,8)
1,(1805,1171,8)
1,(6097,6998,4)
1,(1679,216,8)
1,(7830,6410,5)
1,(3443,4921,6)
1,(1149,1386,1)
1,(5317,5728,2)
1,(837,169,1)
1,(4204,5838,9)
1,(3223,3390,9)
1,(6911,8089,5)
1,(1143,600,6)
1,(3887,5381,5)
1,(6818,6747,9)
1,(2559,576,7)
1,(4559,4276,1)
1,(2240,2657,4)
1,(3717,4746,7)
1,(5233,3521,6)
1,(2282,461,3)
1,(3918,4481,1)
1,(4420,4754,5)
1,(1671,1033,4)
1,(8519,6715,5)
1,(6410,6585,3)
1,(2825,2232,1)
1,(3377,5706,4)
1,(5026,5461,4)
1,(4895,4304,5)
1,(2623,1524,2)
1,(6632,7120,6)
1,(2553,1624,2)
1,(1236,1867,8)
1,(5614,4602,8)
1,(7466,8055,1)
1,(3257,5021,6)
1,(4637,5260,1)
1,(2407,1327,7)
1,(3063,4591,4)
1,(5682,4106,7)
1,(1685,703,7)
1,(6674,8163,7)
1,(6364,8754,8)
1,(4503,4330,4)
1,(2961,2288,6)
1,(5018,3757,8)
1,(8170,7766,4)
1,(6859,6025,3)
1,(3934,5537,5)
1,(6636,6115,3)
1,(2360,118,6)
1,(6605,8420,7)
1,(1705,257,6)
1,(7951,6615,8)
1,(5225,3088,5)
1,(1267,1053,2)
1,(7326,7235,4)
1,(1763,2555,7)
1,(4830,5295,7)
1,(2199,344,1)
1,(3423,4889,7)
1,(2609,2773,4)
1,(2279,1530,7)
1,(708,217,9)
1,(8505,7759,3)
1,(3410,3512,1)
1,(6155,8237,5)
1,(5843,3703,2)
1,(3703,5302,4)
1,(111,1910,2)
1,(4542,4242,6)
1,(2379,388,3)
1,(3605,5515,8)
1,(2649,927,7)
1,(7392,8877,7)
1,(284,511,4)
1,(1169,2159,8)
1,(1549,1062,6)
1,(2220,342,8)
1,(1258,1118,8)
1,(2319,987,1)
1,(3610,3580,8)
1,(3925,3190,4)
1,(1910,476,3)
1,(3233,3061,5)
1,(8725,8387,4)
1,(2222,633,6)
1,(3539,4911,6)
1,(6657,6177,5)
1,(8901,8107,4)
1,(7412,6202,9)
1,(2512,610,4)
1,(7071,8646,7)
1,(3115,5339,3)
1,(1515,1498,7)
1,(5122,5729,5)
1,(1233,561,5)
1,(2682,311,3)
1,(8057,8450,1)
1,(3445,4182,2)
1,(5511,5293,8)
1,(6240,6943,5)
1,(640,141,4)
1,(4753,3404,9)
1,(6504,6855,5)
1,(3803,4838,3)
1,(5387,4900,1)
1,(5208,4036,6)
1,(1128,2953,5)
1,(3619,3699,8)
1,(1376,379,4)
1,(3,2122,3)
1,(5144,3577,8)
1,(2642,1508,1)
1,(7913,8371,6)
1,(4368,3117,4)
1,(3687,3433,1)
1,(4633,3493,7)
1,(8783,7164,8)
1,(4044,5644,7)
1,(2532,379,5)
1,(6782,6621,7)
1,(5723,5356,8)
1,(4390,4072,3)
1,(3812,3121,2)
1,(6538,7432,4)
1,(6549,7226,5)
1,(8801,7615,7)
1,(1032,281,6)
1,(2968,302,1)
1,(1110,2111,8)
1,(169,1360,2)
1,(6289,6636,8)
1,(7118,6456,4)
1,(6828,7779,1)
1,(7266,8440,6)
1,(6940,7113,2)
1,(1689,29,3)
1,(2021,1198,3)
1,(5993,3333,5)
1,(324,1149,8)
1,(4419,5587,7)
1,(3345,3984,3)
1,(5151,3102,6)
1,(113,1044,4)
1,(6557,8805,3)
1,(3924,5811,7)
1,(6296,6714,1)
1,(5320,4528,4)
1,(5148,3059,3)
1,(7068,8785,4)
1,(6996,6748,9)
1,(4726,4983,2)
1,(5906,3676,2)
1,(3328,4020,8)
1,(7968,8492,1)
1,(583,2901,8)
1,(3234,4091,9)
1,(2868,2192,2)
1,(3864,3175,4)
1,(6790,8249,2)
1,(5548,3214,6)
1,(3102,5222,1)
1,(7289,8121,2)
1,(7899,6329,1)
1,(4612,5971,6)
1,(421,728,8)
1,(7585,8682,2)
1,(6027,6750,9)
1,(1517,2468,3)
1,(3129,4486,4)
1,(2501,2164,6)
1,(7126,6333,2)
1,(8175,8016,4)
1,(8965,6263,2)
1,(4218,3665,3)
1,(884,2524,5)
1,(5168,4374,8)
1,(2902,1766,1)
1,(1711,1825,7)
1,(2090,1625,4)
1,(4548,3641,8)
1,(8576,8595,5)
1,(8683,7412,3)
1,(2779,2664,2)
1,(2263,1552,1)
1,(7258,6439,7)
1,(256,1041,3)
1,(3881,4449,8)
1,(812,815,1)
1,(3622,4596,5)
1,(482,1095,6)
1,(7123,6523,5)
1,(4993,3977,4)
1,(1703,1455,8)
1,(7864,8988,2)
1,(192,2584,3)
1,(3591,4398,5)
1,(5780,5978,2)
1,(2501,367,9)
1,(1859,1519,7)
1,(7231,6587,6)
1,(2080,878,6)
1,(6781,7153,6)
1,(1652,804,7)
1,(6089,6953,9)
1,(1976,2509,6)
1,(5182,5228,8)
1,(2402,1591,8)
1,(4346,5871,5)
1,(5485,4469,8)
1,(5039,5216,7)
1,(8191,8473,9)
1,(6105,6109,2)
1,(4096,4226,7)
1,(6878,7743,9)
1,(3549,5763,7)
1,(6952,7985,8)
1,(6239,6146,3)
1,(8217,7935,6)
1,(8831,6295,8)
1,(2228,786,2)
1,(3052,3089,8)
1,(1568,584,6)
1,(7608,6572,1)
1,(7825,8722,2)
1,(7670,6140,5)
1,(6335,7266,4)
1,(1867,2453,7)
1,(4092,5230,5)
1,(3307,5922,5)
1,(8021,8259,9)
1,(2839,1624,2)
1,(1659,1686,7)
1,(2849,1276,4)
1,(1966,1886,7)
1,(7480,7945,9)
1,(5695,4331,3)
1,(5578,4960,4)
1,(6808,6714,1)
1,(1009,1073,8)
1,(4226,3926,2)
1,(1365,1757,3)
1,(657,694,5)
1,(3011,4224,2)
1,(8323,7628,6)
1,(8943,6465,5)
1,(2348,2827,1)
1,(6206,8862,7)
1,(4128,5294,6)
